Comarca,Municipi,Codi municipi,Refugi climàtic,Latitud,Longitud,Tipologia,Nom,Adreça,Telèfon,Correu,Horari,Gratuïtat,Accessibilitat,Aigua,Lavabo,Mobiliari per seure,Capacitat,Georeferència
Barcelonès,Barcelona,080193,Sí,41.42029139,2.15120389,Equipament cívic,Centre cívic Carmel,"C. Santuari, 27",NA,cccarmel@bcn.cat,Juliol i Setembre: dl. a dv. 09:00 - 21:15 || Agost: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.15120389 41.42029139)
Osona,Vic,082981,Sí,41.92103259,2.24914247,Parc densament arbrat,Parc de l’Avinguda dels Països Catalans amb el carrer del Remei,Parc de l’Av. dels Països Catalans amb el C. del Remei,938862100,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.24914247 41.92103259)
Barcelonès,Barcelona,080193,Sí,41.3515491,2.14025935,Parc densament arbrat,Parc de les Tretze Roses,"C. d'Ascó, 22",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.14025935 41.3515491)
Vallès Occidental,Terrassa,082798,Sí,41.55738652,1.99973642,Equipament cívic,Centre cívic Maria Aurélia Capmany,"Av. ďÀngel Sallent, 55",937333098,NA,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 14:00  || Agost tancat,Sí,Sí,Sí,Sí,Sí,,POINT (1.99973642 41.55738652)
Segarra,Estaràs,250851,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vallès Occidental,Sabadell,081878,Sí,41.55581467,2.1025735,Equipament cívic,Centre cívic Can Balsach,"Ctra. de Prats de Lluçanès, 2, 08208 Sabadell, Barcelona",NA,NA,09:00 - 14:00,Sí,Sí,No,Sí,Sí,,POINT (2.1025735 41.55581467)
Osona,Manlleu,081120,Sí,42.00496648,2.285371,Altres,Mercat municipal de Manlleu,"C. Pintor Guàrdia, 6",938506859,info@mercatmanlleu.cat,dl. a ds. 08:00 - 14:00 | dj. i dv. 16:00 - 20:00,Sí,Sí,No,Sí,No,,POINT (2.285371 42.00496648)
Baix Empordà,Foixà,170681,Sí,42.03954247,2.99831402,Equipament cívic,"""Les Escoles""","Pl. de les Escoles, 1",676506009,ajuntament@foixa.cat,10:30 - 16:30,Sí,Sí,No,Sí,Sí,20,POINT (2.99831402 42.03954247)
Maresme,Dosrius,080752,Sí,41.60090734,2.44675635,Altres,Plaça de la Germandat,Pl. de la Germandat,NA,NA,Indefinit,Sí,Sí,No,No,Sí,,POINT (2.44675635 41.60090734)
Segrià,Lleida,251207,Sí,41.61635999,0.61096425,Altres,Centre sènior de la Mariola,"C. Artur Mor, 1",NA,NA,09:00  - 13:00,Sí,Sí,Sí,Sí,Sí,,POINT (0.61096425 41.61635999)
Conca de Barberà,Pira,431074,Sí,41.426463,1.203151,Piscina,Piscina municipal,"Afores municipi, Part. ullastres, s/n",977887006,aj.pira@altanet.org,11:00 - 19:00,No,Sí,No,Sí,Sí,100,POINT (1.203151 41.426463)
Barcelonès,Barcelona,080193,Sí,41.40749115,2.14977569,Biblioteca,Biblioteca Jaume Fuster,"Pl. de Lesseps, 20-22",NA,b.barcelona.jf@diba.cat,"dl. 09:30 - 13:30 i 15:30 - 20:30 | dt., dc., dj. i dv. 09:30 - 20:30 | Sala d'estudi: dl. a dj. 20:30 - 00:00 | ds. 10:00 - 14:00 i 16:00 - 20:00 | dg. 10:00 - 14:00",Sí,Sí,No,Sí,Sí,,POINT (2.14977569 41.40749115)
Segrià,Corbins,250788,Sí,41.69059645,0.69279113,Equipament cívic,Casal d'avis,"Pl. de la Vila, s/n",973191007,NA,08:00 - 12:00 i 16:00 - 19:00,Sí,Sí,No,Sí,Sí,30,POINT (0.69279113 41.69059645)
Gironès,Girona,170792,Sí,41.98492097,2.82280004,Equipament cívic,Espai cívic Mercadal,"Pl. Jordi de Sant Jordi, 1, 17001 Girona",972419051,CentreCivicBarriVellGrup@ajgirona.cat,dl. a dv. 09:00 - 13:00 i 15:00 - 20:00 || Agost tancat,Sí,Sí,No,Sí,Sí,10,POINT (2.82280004 41.98492097)
Moianès,"Estany, l'",080790,Sí,41.86848462,2.11126359,Altres,Local de la gent gran,"C. Balmes, 30",938303000,estany@estany.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.11126359 41.86848462)
Baix Empordà,Albons,170046,Sí,42.1030954,3.08599195,Equipament cívic,Sala de ball,"Pl. dels donants, s/n",NA,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (3.08599195 42.1030954)
Vallès Occidental,Rubí,081846,Sí,41.48938708,2.03501157,Altres,Mercat municipal,"C. Cal Gerrer, 1, 08191 Rubí",NA,NA,dl. 08:00 - 13:00 | dt. a dj. 07:30 - 13:30 | dv. 07:00 - 20:00 | ds. 07:00 - 14:30,Sí,Sí,No,No,Sí,10,POINT (2.03501157 41.48938708)
Barcelonès,Barcelona,080193,Sí,41.41685959,2.18154154,Equipament cívic,Casal de gent gran Navas,"C. Capella, 16",NA,gestionavas@bcn.cat,Juliol: dl. a dv. 10:00 - 13:00 i 16:00 - 20:00 | ds. 10:00 - 13:00 i 16:00 - 19:30 | dg. 10:00 - 13:00 i 16:00 - 19:30 || Agost: dl. a dv. 16:00 - 20:00 || Setembre: dl. a dv. 09:30 - 13:00 i 16:00 - 19:30 | ds. 10:00 - 13:00 i 16:00 - 19:30 | dg. 10:00 - 13:00 i 16:00 - 19:30,Sí,Sí,Sí,Sí,Sí,,POINT (2.18154154 41.41685959)
Tarragonès,Tarragona,431482,Sí,41.11532474,1.25825519,Parc densament arbrat,Parc de l'Amfiteatre Romà,"C. Via William J. Bryant, 2, 43003 Tarragona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,80,POINT (1.25825519 41.11532474)
Barcelonès,Barcelona,080193,Sí,41.40877131,2.19051455,Parc densament arbrat,Parc del Clot,"Escultors Claperós, 55-63",NA,NA,Indefinit,Sí,Sí,Sí,No,NA,,POINT (2.19051455 41.40877131)
Vallès Oriental,Parets del Vallès,081593,Sí,41.55709215,2.2211032,Equipament cívic,Casal gent gran Asoveen,"C. Bruc, 35, 08150 Parets del Vallès",935622638,casal.santjordi@parets.cat,15:00 - 20:00,Sí,Sí,Sí,Sí,Sí,98,POINT (2.2211032 41.55709215)
Segrià,Gimenells i el Pla de la Font,259123,Sí,41.65398589,0.38856701,Piscina,Piscines municipals de Gimenells,"C. Parc, s/n, 25112 Gimenells",973748084,ajuntament@gimenells.cat,Indefinit,No,Sí,Sí,Sí,Sí,300,POINT (0.38856701 41.65398589)
Barcelonès,Barcelona,080193,Sí,41.41239318,2.14595673,Equipament cívic,Casal de barri Can Carol,"Cambrils, 26",NA,info@cancarol.cat,Juliol i Setembre: dl. 16:00 - 21:00 | dt. a dv. 10:00 - 13:00 i 16:00 - 21:00 | ds. 11:00 - 14:00 i 16:00 - 21:00 || Agost: Tancat,Sí,NA,NA,Sí,NA,,POINT (2.14595673 41.41239318)
Barcelonès,Barcelona,080193,Sí,41.38075353,2.19279429,Centre educatiu,Escola Bressol Municipal La Mar,"C. d'Andrea Dòria, 40",NA,ebmlamar@bcn.cat,Juliol: Tancat | ds. 17:30 - 20:00 || Agost: Tancat || Setembre: Tancat | Fins el 14: ds. 17:30 - 20:00,Sí,Sí,Sí,NA,Sí,,POINT (2.19279429 41.38075353)
Barcelonès,Barcelona,080193,Sí,41.38818451,2.17853304,Equipament cívic,Espai Jove Palau Alòs,"Sant Pere Més Baix, 55",NA,info@palaualos.cat,Juliol i Setembre: dl. a dv. 10:00 - 14:00 i 15:00 - 22:00 | ds. 10:00 - 13:00 i 17:00 - 22:00 | dg. 17:00 - 22:00 || Agost: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.17853304 41.38818451)
Vallès Occidental,Barberà del Vallès,082520,Sí,41.51156414,2.11999969,Equipament cívic,Torre d'en Gorgs,"C. Torre d'en Gorgs, 40",937297171,barbera@bdv.cat,dl. a dv. 08:00 - 15:00 || Tancat tres primeres setmanes Agost,Sí,Sí,Sí,Sí,Sí,50,POINT (2.11999969 41.51156414)
Barcelonès,Barcelona,080193,Sí,41.38029953,2.19231615,Equipament cívic,Casal de gent gran Barceloneta (CC Barceloneta),"C. Conreria, 1-9",NA,NA,dl. a dv. 09:00 - 22:00 | ds. 10:00 - 15:00 i 16:00 - 21:00,Sí,Sí,No,Sí,Sí,,POINT (2.19231615 41.38029953)
Osona,Taradell,082785,Sí,41.87022929,2.2796028,Piscina,Piscina municipal estiu,"C. Sant Jordi, s/n",NA,NA,"dl. a dv. 10:00 - 20:00 | ds., dg. i festius de 10:00 - 19:00",No,Sí,No,Sí,No,534,POINT (2.2796028 41.87022929)
Baix Penedès,"Vendrell, el",43700,Sí,41.2233024,1.5317749,Equipament cívic,Casal Cívic i Comunitari El Vendrell,"C. de l'U d'Octubre, 12-14 (antic C. del General Prim)",977667088,cc.elvendrell@gencat.cat,dl. a dv. 09:00 - 22:00,Sí,Sí,Sí,Sí,Sí,118,POINT (1.5317749 41.2233024)
Gironès,Girona,170792,Sí,41.97715179,2.82600594,Parc densament arbrat,Parc de Vista Alegre,Parc de Vista Alegre,972419000,ajuntamentinforma@ajgirona.cat,Indefinit,Sí,No,Sí,Sí,Sí,,POINT (2.82600594 41.97715179)
Barcelonès,Barcelona,080193,Sí,41.44415661,2.17107096,Piscina,Piscines del Centre Esportiu Municipal Artesania,"C. Artesania, 63",933500172,NA,Juliol i Agost: dl. a dv. 07:00 - 22:00 | ds. 09:00 - 13:30 | dg. 09:00 - 13:30 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.17107096 41.44415661)
Conca de Barberà,"Espluga de Francolí, l'",430542,Sí,41.39531004,1.09663901,Piscina,Piscina municipal,"C. de Prat de la Riba, 1",977870005,ajuntament@esplugadefrancoli.cat,12:00 - 20:00,No,Sí,No,Sí,Sí,499,POINT (1.09663901 41.39531004)
Anoia,Vilanova del Camí,083020,Sí,41.56899781,1.6341234,Altres,Espai jove Can Muscons,"Camí del cementiri, 15, 08788 Vilanova del Camí",938054422,espaijove@vilanovadelcami.cat,dl. a dv. 08:00 - 14:00 i 16:00 - 19:00,Sí,Sí,Sí,Sí,Sí,80,POINT (1.6341234 41.56899781)
Barcelonès,Barcelona,080193,Sí,41.41209386,2.16222576,Piscina,Piscina del Centre Esportiu Municipal Sardenya,"C. Sardenya, 549-553",NA,info.sardenya@holmesplace.es,Juliol i Agost: dl. a dv. 07:00 - 23:00 | ds. 08:00 - 20:30 | dg. 08:30 - 15:30 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.16222576 41.41209386)
Maresme,Mataró,081213,Sí,41.54481449,2.45323949,Biblioteca,Biblioteca Antoni Comas,"C. d'Enric Pla de la Riba, 110",937022813,NA,10:00 - 13:00 i 16:00 - 19:00,Sí,Sí,No,Sí,Sí,,POINT (2.45323949 41.54481449)
Vallès Oriental,Lliçà d'Amunt,081075,Sí,41.61741224,2.21676117,Equipament cívic,Local Social de Ca l'Artigues,"C. Ribera d'Ebre, 81, 08186 LLiçà d'Amunt",938607064,llam.ajuntament@llicamunt.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,87,POINT (2.21676117 41.61741224)
Baix Llobregat,Begues,080207,Sí,41.33091223,1.91831871,Equipament cívic,Centre cívic El Roure,"Av. Sitges, 14, 08859 Begues",936390166,NA,Fins 02/08: dl. a dv. 09:30 - 21:30,Sí,Sí,No,Sí,Sí,,POINT (1.91831871 41.33091223)
Alt Camp,Valls,431613,Sí,41.28774159,1.24645444,Parc densament arbrat,Plaça Pompeu Fabra,Pl. Pompeu Fabra,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.24645444 41.28774159)
Baix Llobregat,"Prat de Llobregat, el",081691,Sí,41.32186189,2.08302554,Poliesportiu,Centre Esportiu Sagnier,"C. Frederica Montseny, 2-8",934780639,cemsagnier@elprat.cat,dl. a dv. 07:15 - 22:30 | ds. 08:00- 20:00 | dg. 08:00 - 14:00,Sí,Sí,No,Sí,Sí,,POINT (2.08302554 41.32186189)
Barcelonès,Barcelona,080193,Sí,41.40825165,2.14246218,Parc densament arbrat,Parc del Putxet,"C. de Manacor, 9",NA,NA,dl. a dv. 10:00 - 22:30 | ds. 10:00 - 22:30 | dg. 10:00 - 22:30,Sí,Sí,Sí,No,Sí,,POINT (2.14246218 41.40825165)
Vallès Oriental,Parets del Vallès,081593,Sí,41.56567084,2.22871293,Parc densament arbrat,Parc del sot d'en Barriques,"Av. Catalunya, 117, 08150 Parets del Vallès",935738888,parets@parets.cat,00:00 - 24:00,Sí,Sí,Sí,Sí,Sí,5000,POINT (2.22871293 41.56567084)
Segrià,Lleida,251207,Sí,41.62644752,0.63797426,Biblioteca,Biblioteca municipal de Pardinyes,"C. Sant Pere Claver, 1",973241746,NA,dl. 16:00 - 19:00 | dt. a dv. 10:00 - 14:00 || Agost tancat,Sí,Sí,No,Sí,Sí,48,POINT (0.63797426 41.62644752)
Tarragonès,Tarragona,431482,Sí,41.1154047,1.25836723,Parc densament arbrat,Parc del Miracle,Pg. Maritim Rafael Casanova,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,50,POINT (1.25836723 41.1154047)
Bages,Sallent,08650,Sí,41.8247121,1.8917479,Equipament cívic,Casal Cívic i Comunitari Sallent - Casal,"C. de Santa Cristina, 2",938371800,cc.sallentcentre@gencat.cat,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,116,POINT (1.8917479 41.8247121)
Maresme,Tordera,082845,Sí,41.69682217,2.72173744,Biblioteca,Biblioteca municipal de Tordera,"C. de Maragall, 6",937642560,biblioteca@tordera.cat,10:00 - 13:00 i 16:00 i 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.72173744 41.69682217)
Baix Llobregat,Sant Joan Despí,082172,Sí,41.36716827,2.05407531,Biblioteca,Centre cultural Mercè Rodoreda,"C. Major, 69",932675702,cultura@sjdespi.net,"Juny: dl. i dj. 15:30 - 20:30 | dt., dc. i dv. 10:00 - 14:00 i 16:30 - 20:30 | ds. 10:00 - 14:00 || Juliol i agost: dl. i dj. 15:30 - 20:30 | dt. i dc. 10:00 - 14:00 i 15:30 - 20:30 | dv. 10:00 - 14:00 || Tancat de l’1 al 18 d’agost || Setembre: dl. i dj. 15:30 - 20:30 | Dt., dc. i dv. 10:00 - 14:00 i 15:30 - 20:30 | ds. 10:00 - 14:00",Sí,Sí,Sí,Sí,Sí,,POINT (2.05407531 41.36716827)
Garraf,Vilanova i la Geltrú,083073,Sí,41.22604684,1.69586887,Equipament cívic,Centre cívic La Collada Sis Camins,"C. Turbina, 19",NA,NA,09:30 - 13:00 i 14:30 - 19:30,Sí,Sí,Sí,Sí,Sí,100,POINT (1.69586887 41.22604684)
Ribera d'Ebre,Ascó,430192,Sí,41.18171617,0.568401,Biblioteca,Biblioteca municipal,"C. Molins, 4",977404019,biblioteca@asco.cat,16:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (0.568401 41.18171617)
Baix Llobregat,Sant Vicenç dels Horts,082634,Sí,41.39328723,2.01142598,Biblioteca,Biblioteca municipal Les Voltes,"C. Nou, 7, 08620 Sant Vicenç dels Horts",936560663,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,60,POINT (2.01142598 41.39328723)
Gironès,Juià,170871,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pla d'Urgell,Vilanova de Bellpuig,252483,Sí,41.61480514,0.96110322,Biblioteca,Biblioteca Glòria Tudela,"C. Doctor Gassol, 1",973324256,biblioteca@vilanovadebellpuig.cat,Indefinit,Sí,Sí,No,Sí,Sí,,POINT (0.96110322 41.61480514)
Baix Llobregat,Vallirana,082956,Sí,41.38410941,1.93265865,Espai cultural,Masia Molí de Can Batlle,"C. Molí, 2, 08759 Vallirana, Barcelona",936832738,NA,dl. a dv. 08:30 - 14:30 i 16:00 - 21:00 || ds. 10:00 - 13:00 || Agost: 08:00 - 14:00,Sí,Sí,Sí,Sí,Sí,,POINT (1.93265865 41.38410941)
Garrotxa,Olot,171143,Sí,42.18046,2.48507,Parc densament arbrat,Plaça Clarà,Pl. Clarà,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.48507 42.18046)
Alt Empordà,Llançà,170926,Sí,42.36376906,3.15431874,Equipament cívic,Espai jove,"C. Rafael Estela, 18",620485589,joventut@llanca.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (3.15431874 42.36376906)
Vallès Occidental,Terrassa,082798,Sí,41.56548528,2.00569677,Altres,Junta Local Creu Roja,"Pl. del Campus, 1",937331244,NA,08:00 - 15:00,Sí,Sí,No,Sí,Sí,,POINT (2.00569677 41.56548528)
Tarragonès,Tarragona,431482,Sí,41.11928743,1.26051539,Parc densament arbrat,Parc de Sant Antoni,"Pg. St. Antoni, 26, 43003 Tarragona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,20,POINT (1.26051539 41.11928743)
Alt Urgell,Cava,250714,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Barcelonès,Badalona,08914,Sí,41.4399152,2.2222053,Equipament cívic,Casal Cívic i Comunitari Badalona - Juan Valera,"C. de Juan Valera, 55 baixos",933836402,cc.badalonajoanvalera@gencat.cat,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,138,POINT (2.2222053 41.4399152)
Gironès,Girona,170792,Sí,41.98555454,2.83137536,Altres,Església parroquial del Mercadal,"C. Obra, 6",972412720,ramiomiquel@gmail.com,08:30 - 13:00,Sí,Sí,No,No,Sí,50,POINT (2.83137536 41.98555454)
Maresme,Argentona,080095,Sí,41.55419955,2.40039937,Altres,Museu del  Cantir,"Pl. Esglesia, 9",937972152,correu@museucantir.org,10:00 - 14:00 i 16:00 - 20:00,Sí,Sí,No,Sí,No,,POINT (2.40039937 41.55419955)
Barcelonès,Barcelona,080193,Sí,41.38727144,2.18711035,Altres,La Ludo,"Pas Institut Escola, 1",NA,espailudicciutadella@bcn.cat,Juliol i Setembre: dl. a dj. 10:00 - 13:30 i 16:30 - 18:30 | ds. 10:00 - 13:30 | dg. 10:00 - 13:30 || Agost: dl. a dj. 10:00 - 13:30 | ds. 10:00 - 13:30 | dg. 10:00 - 13:30,Sí,Sí,Sí,Sí,Sí,,POINT (2.18711035 41.38727144)
Tarragonès,"Pallaresos, els",431009,Sí,41.17590007,1.27223633,Biblioteca,Biblioteca municipal Mercè Rodoreda Els Pallaresos,"C. Alt, 23",977626545,biblioteca@elspallaresos.cat,dl. a dj. 16:00 - 20:00 | dc. i dv. 09:00 - 13:00,Sí,Sí,No,Sí,Sí,,POINT (1.27223633 41.17590007)
Bages,Manresa,081136,Sí,41.7199929,1.84393072,Altres,Associació de veïns de Cal Gravat,"Pl. Cal Gravat, 2 i 5 baixos",938770125,calgravat@calgravat.org,Indefinit,Sí,Sí,Sí,Sí,Sí,25,POINT (1.84393072 41.7199929)
Bages,Callús,080386,Sí,41.7812683,1.78353069,Altres,Passeig Anselm Clavé,Pg. Anselm Clavé,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.78353069 41.7812683)
Baix Empordà,Colomers,170558,Sí,42.08732289,2.98443797,Equipament cívic,Centre cívic,"Pl. Catalunya, s/n",972768066,ajuntament@colomers.cat,10:00 - 20:00,Sí,Sí,Sí,Sí,Sí,20,POINT (2.98443797 42.08732289)
Baix Llobregat,Sant Boi de Llobregat,08830,Sí,41.3472199,1.9953374,Equipament cívic,Casal Cívic i Comunitari Sant Boi de Llobregat - la Muntanyeta,"C. d'Eusebi Güell, 73 baixos",936543601,santboilamuntanyeta.casal@gencat.cat,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,111,POINT (1.9953374 41.3472199)
Barcelonès,Barcelona,080193,Sí,41.41771714,2.20199617,Piscina,Piscines del Centre Esportiu Municipal Júpiter,"C. Agricultura, 232",NA,NA,Juliol: dl. a dv. 07:00 - 23:00 | ds. 09:00 - 20:00 | dg. 09:00 - 15:00 || Agost: dl. a dv. 07:00 - 23:00 | ds. 08:00 - 21:00 | dg. 09:00 - 15:00 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.20199617 41.41771714)
Vallès Occidental,Terrassa,082798,Sí,41.56003859,2.013629,Equipament cívic,Casal cívic Vapor Gran,"Pg. del Vapor Gran, 39",937397000,NA,dl. a dv. 09:00 - 14:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.013629 41.56003859)
Barcelonès,Barcelona,080193,Sí,41.38500773,2.11597404,Biblioteca,Biblioteca Oriol Bohigas de l'Escola Tècnica Superior d'Arquitectura de Barcelona (UPC),"Av. Diagonal, 649",NA,etsab@upc.edu,Juliol: dl. a dv. 08:30 - 14:00 || Agost: Tancat || Setembre: Del 1-10: dl. a dv. 08:20 - 14:00 | Després: dl. a dv. 08:30 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.11597404 41.38500773)
Anoia,Capellades,080446,Sí,41.5289232,1.68422578,Piscina,Piscina blava municipal,"C. Rec del Corronaire, 8",938010408,capellades@capellades.cat,11:00 - 20:00,No,Sí,Sí,Sí,Sí,400,POINT (1.68422578 41.5289232)
Baix Empordà,"Tallada d'Empordà, la",171959,Sí,42.08888378,3.06698958,Sala polivalent,Casal de Tor,"C. del Corriol, 8",NA,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (3.06698958 42.08888378)
Baix Llobregat,Sant Boi de Llobregat,082009,Sí,41.33405402,2.04069933,Parc densament arbrat,Plaça Focs de Sant Joan,Pl. Focs de Sant Joan,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.04069933 41.33405402)
Alt Empordà,Sant Climent Sescebes,171582,Sí,42.36531384,2.97985351,Altres,Font Pudosa,Àrea de picnic Font Pudosa,NA,NA,Indefinit,Sí,Sí,Sí,No,No,,POINT (2.97985351 42.36531384)
Noguera,Térmens,252206,Sí,41.71896834,0.7588261,Espai cultural,Centre cultural Sant Joan,"Pl. Esglèsia, 1",973180010,ajuntament@termens.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,150,POINT (0.7588261 41.71896834)
Barcelonès,Barcelona,080193,Sí,41.36650537,2.15751569,Espai cultural,Museu Olímpic i de l'Esport Joan Antoni Samaranch,"Av. de l'Estadi, 60",NA,NA,dt. a dv. 10:00 - 19:00 | ds. 10:00 - 19:00 | dg. 10:00 - 14:30,Sí,Sí,No,Sí,Sí,,POINT (2.15751569 41.36650537)
Alt Penedès,Pacs del Penedès,081542,Sí,41.36090004,1.6692437,Sala polivalent,"Pista coberta ""alcalde Josep Soler""","Av. Diputació, 11",938171485,pacs@diba.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,150,POINT (1.6692437 41.36090004)
Priorat,Margalef,430751,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vallès Occidental,Terrassa,082798,Sí,41.52072307,2.03538374,Parc densament arbrat,Parc de Les Fonts,Parc de Les Fonts,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.03538374 41.52072307)
Baix Ebre,Deltebre,439018,Sí,40.71415675,0.71784204,Altres,Pont Lo Passador,Pont Lo Passador,NA,NA,Indefinit,Sí,Sí,No,No,Sí,,POINT (0.71784204 40.71415675)
Cerdanya,Isòvol,170849,Sí,42.39759943,1.83703781,Sala polivalent,Sala de plens de l'ajuntament d'Isòvol,"Pl. Major d'All, 2, 17539 All",972894051,ajuntament@isovol.cat,dl. a dv. 09:00 - 17:00,Sí,Sí,Sí,Sí,Sí,30,POINT (1.83703781 42.39759943)
Vallès Occidental,Sabadell,081878,Sí,41.54857207,2.1105986,Equipament cívic,Centre cívic Sabadell Centre,"C. de Sant Josep, 22, 08202 Sabadell, Barcelona",937260888,NA,09:00 - 21:00,Sí,Sí,No,Sí,Sí,,POINT (2.1105986 41.54857207)
Barcelonès,Barcelona,080193,Sí,41.39991668,2.13125782,Altres,Mercat de Tres Torres,"C. Els Vergós, 2",NA,NA,Juliol i Setembre: dl. a dv. 08:00 - 14:00 | ds. 08:00 - 14:00 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.13125782 41.39991668)
Baix Penedès,Banyeres del Penedès,430206,Sí,41.28060354,1.58087211,Equipament cívic,Espai jove,"C. Montserrat, 5-7",977671350,ajuntament@banyeresdelpenedes.cat,17:00 - 20:00,Sí,Sí,Sí,Sí,Sí,50,POINT (1.58087211 41.28060354)
Segrià,Vilanova de la Barca,252542,Sí,41.69012,0.72882,Sala polivalent,Pavelló municipal per a usos socioculturals,"C. Església, s/n",973190005,ajuntament@vilanovabarca.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,570,POINT (0.72882 41.69012)
Baix Ebre,Roquetes,431331,Sí,40.81957066,0.50458031,Parc densament arbrat,Passeig del Canal,Pg. del Canal,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (0.50458031 40.81957066)
Moianès,Santa Maria d'Oló,082589,Sí,41.87770896,2.03377588,Piscina,Piscina municipal,"Pg. de Carme Vidal, 4",NA,NA,10:00 - 20:00,No,Sí,No,Sí,Sí,,POINT (2.03377588 41.87770896)
Barcelonès,Barcelona,080193,Sí,41.40102088,2.14445973,Altres,Parròquia de Santa Agnés,"C. Sant Elies, 23",NA,parroquia@santaagnes.com,dl. a dv. 08:30 - 21:00 | ds. 08:30 - 21:00 | dg. 08:30 - 21:00,Sí,Sí,No,Sí,Sí,,POINT (2.14445973 41.40102088)
Baix Llobregat,Castelldefels,080569,Sí,41.28021442,1.97634192,Altres,Edifici De La República,C. Arcadi Balaguer,NA,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,40,POINT (1.97634192 41.28021442)
Conca de Barberà,Passanant i Belltall,431016,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pallars Sobirà,Lladorre,251235,Sí,42.64473386,1.25693057,Piscina,Piscina municipal,"C. Únic, s/n",973623000,ajuntament@lladorre.ddl.net,11:00 - 19:00,No,Sí,Sí,Sí,Sí,50,POINT (1.25693057 42.64473386)
Segrià,Lleida,251207,Sí,41.62291793,0.61852094,Altres,Centre sènior el Pilar,"C. Tamarit de Llitera, 6",973228124,NA,17:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (0.61852094 41.62291793)
Alt Camp,Aiguamúrcia,430017,Sí,41.34122395,1.36192448,Piscina,Piscina municipal,Plana del Moli,977638301,ajuntament@aiguamurcia.cat,12:00 - 19:00,No,Sí,No,Sí,Sí,25,POINT (1.36192448 41.34122395)
Osona,Roda de Ter,081831,Sí,41.98780614,2.31063708,Piscina,Piscines municipals,"Pg. de la Generalitat, s/n",621283143,NA,10:30 - 19:30,No,Sí,Sí,Sí,No,1000,POINT (2.31063708 41.98780614)
Alt Penedès,Sant Sadurní d'Anoia,082401,Sí,41.42027318,1.78762851,Parc densament arbrat,Can Mas de la Riera,Can Mas de la Riera,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.78762851 41.42027318)
Garrotxa,Olot,171143,Sí,42.19295067,2.50307291,Parc densament arbrat,Parc de les Mates,"C. del Mestre Vives, 30",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.50307291 42.19295067)
Bages,Sant Joan de Vilatorrada,082188,Sí,41.75121108,1.80323922,Piscina,Zona esportiva,"Ctra/ BV-3008 a Calaf, km. 0.3",NA,NA,10:30 - 20:30,No,Sí,No,Sí,Sí,,POINT (1.80323922 41.75121108)
